bloque,familia,subfamilia,codigo,descripcion,equivalencia_nuevo,equivalencia_existente,equivalencia_unica
CA & SVAs,SVA,Seguridad,387732,Servicios de Implantacion Básica UEM (Remoto) Mensual 24 meses - Ediciones VSDM UEM,,,1.23
CA & SVAs,SVA,Seguridad,402539,Essentials 12 meses (SD +),,,0.33
CA & SVAs,SVA,Seguridad,402538,Small Business 12 meses (SD +),,,0.23
CA & SVAs,SVA,Seguridad,175468,Worry Free Services XDR Mensual,,,0.92
CA & SVAs,SVA,Seguridad,211113,Seguridad Digital,,,0.41
CA & SVAs,SVA,Seguridad,175474,EDR Worry Free Services Advanced 2 Años,,,0.48
CA & SVAs,SVA,Seguridad,175480,EDR Worry Free Services Advanced Mensual,,,0.6
CA & SVAs,SVA,Seguridad,175462,Worry Free Services XDR 2 Años,,,0.73
CA & SVAs,SVA,Seguridad,175486,EDR Worry Free Services 2 Años,,,0.26
CA & SVAs,SVA,Seguridad,141169,Licencia VSDM VM express,,,0.51
CA & SVAs,SVA,Seguridad,175492,EDR Worry Free Services Mensual,,,0.33
CA & SVAs,SVA,Seguridad,81174,VSDM Básico,,,0.48
CA & SVAs,SVA,Seguridad,175477,EDR Worry Free Services Advanced 1 Año,,,0.48
CA & SVAs,SVA,Seguridad,359222,Seguridad Digital Plus (Empleado),,,0.5
CA & SVAs,SVA,Seguridad,363919,EDR Worry Free Services Advanced 12 Meses,,,0.3
CA & SVAs,SVA,Seguridad,359225,Seguridad Digital Plus (Empresa),,,1.86
CA & SVAs,SVA,Seguridad,175465,Worry Free Services XDR 1 Año,,,0.73
CA & SVAs,SVA,Seguridad,175489,EDR Worry Free Services 1 Año,,,0.26
CA & SVAs,SVA,Seguridad,167431,Lookout MTD for Small Business 24 meses,,,0.18
CA & SVAs,SVA,Seguridad,182584,Cloud App Security Mensual,,,0.4
CA & SVAs,SVA,Seguridad,183793,Email Security Standard 2 Años,,,0.3
CA & SVAs,SVA,Seguridad,238528,Lookout MTD Essentials 24 meses,,,0.26
CA & SVAs,SVA,Seguridad,167428,Lookout MTD for Small Business 12 meses,,,0.18
CA & SVAs,SVA,Seguridad,167455,Lookout MTD for Small Business Mensual,,,0.12
CA & SVAs,SVA,Seguridad,182575,Cloud App Security 2 Años,,,0.32
CA & SVAs,SVA,Seguridad,183802,Email Security Standard Mensual,,,0.38
CA & SVAs,SVA,Seguridad,183799,Email Security Standard 1 Año,,,0.3
CA & SVAs,SVA,Seguridad,238525,Lookout MTD Essentials 12 meses,,,0.26
CA & SVAs,SVA,Seguridad,238531,Lookout MTD Essentials 36 meses,,,0.26
CA & SVAs,SVA,Seguridad,167434,Lookout MTD for Small Business 36 meses,,,0.18
CA & SVAs,SVA,Seguridad,182581,Cloud App Security 1 Año,,,0.32
CA & SVAs,SVA,Seguridad,359231,Servicios de Implantacion - Worry Free Services Advanced/XDR,,,0.19
CA & SVAs,SVA,Seguridad,454342,Seguridad Digital,,,0.82
CA & SVAs,SVA,Soporte IT,63474,Red Empresa Soporte IT 80,,,60.0
CA & SVAs,SVA,Soporte IT,95823,Addone Soporte IT SOPORTE SERVIDORES,,,1.87
CA & SVAs,SVA,Soporte IT,81378,RED Infinity Worry Free Soporte IT 100,,,88.0
CA & SVAs,SVA,Soporte IT,81358,RED Infinity Worry Free Soporte IT 20,,,18.0
CA & SVAs,SVA,Soporte IT,81362,RED Infinity Worry Free Soporte IT 30,,,29.5
CA & SVAs,SVA,Soporte IT,81366,RED Infinity Worry Free Soporte IT 40,,,42.0
CA & SVAs,SVA,Soporte IT,63458,Red Empresa Soporte IT 20,,,14.0
CA & SVAs,SVA,Soporte IT,81370,RED Infinity Worry Free Soporte IT 60,,,51.0
CA & SVAs,SVA,Soporte IT,81374,RED Infinity Worry Free Soporte IT 80,,,72.0
CA & SVAs,SVA,Soporte IT,63466,Red Empresa Soporte IT 40,,,32.0
CA & SVAs,SVA,Soporte IT,63478,Red Empresa Soporte IT 100,,,74.0
CA & SVAs,SVA,Soporte IT,63462,Red Empresa Soporte IT 30,,,22.0
CA & SVAs,SVA,Soporte IT,95827,Addone Soporte IT SEDE EXTRA,,,0.14
CA & SVAs,SVA,Soporte IT,63470,Red Empresa Soporte IT 60,,,41.0
CA & SVAs,SVA,SSDD,180952,Campaña Google Ads500 €,,,4.17
CA & SVAs,SVA,SSDD,180958,Campaña Google Ads 50 €,,,2.5
CA & SVAs,SVA,SSDD,180964,Campaña Google Ads 300 €,,,2.5
CA & SVAs,SVA,SSDD,180967,Campaña Google Ads 100 €,,,2.5
CA & SVAs,SVA,SSDD,180970,Campaña Facebook 500 €,,,4.17
CA & SVAs,SVA,SSDD,180973,Campaña Facebook 300 €,,,2.5
CA & SVAs,SVA,SSDD,180975,Campaña Facebook 100 €,,,2.5
CA & SVAs,SVA,SSDD,160515,Vodafone Business Negocio Digital - Web,,,6.0
CA & SVAs,SVA,SSDD,80742,Red Empresa Digital Base (Red inf),,,10.6
CA & SVAs,SVA,SSDD,160512,Vodafone Business Negocio Digital - Landing,,,2.0
CA & SVAs,SVA,SSDD,56579,Red Empresa Digital Base,,,10.6
CA & SVAs,SVA,SSDD,160509,Vodafone Business Negocio Digital - Start,,,0.99
CA & SVAs,SVA,SSDD,80738,Red Empresa Digital SEM Lite (Red Inf),,,11.3
CA & SVAs,SVA,SSDD,160518,Vodafone Business Negocio Digital - Social,,,15.9
CA & SVAs,SVA,SSDD,160521,Vodafone Business Negocio Digital - Web +,,,17.9
CA & SVAs,SVA,SSDD,160524,Vodafone Business Negocio Digital - Social +,,,34.9
CA & SVAs,SVA,SSDD,56583,Red Empresa Digital SEM Lite,,,11.3
CA & SVAs,SVA,SSDD,180817,Vodafone Business Negocio Digital - E-Commerce,,,8.3
CA & SVAs,SVA,SSDD,80746,Red Empresa Digital SEM (Red Inf),,,25.0
